Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.9204,0.005,0.9254,0,0.9254,18.677,23.76,0,0.0,23.76,0,0,0.8486,0.7602,-,[71.  2.  0. 13.  0.  0.  0.  3.  0. 10. 18. 79. 22.],[71.  2.  0. 13.  0.  0.  0.  0.  1. 10. 18. 79. 22.]
2,unknown,1,0,1,1,0,0.8806,0.0,0.8806,0.0398,0.9204,100.009,108.3,100.092,100.16,208.45,0,0,0.8486,0.8165,-,,
3,unknown,1,0,2,1,0,0.6915,0.0,0.6915,0.1493,0.8408,100.393,147.21,100.187,100.29,247.5,0,0,0.8486,0.8439,-,,
4,unknown,1,0,3,1,0,0.8806,0.0,0.8806,0.0299,0.9104,100.09,108.49,100.022,100.09,208.58,0,0,0.8486,0.8311,-,,
5,unknown,1,0,4,1,0,0.3881,0.0,0.3881,0.3632,0.7512,102.052,201.35,100.032,100.25,301.6,0,0,0.8486,0.8473,-,,
6,unknown,1,0,5,1,0,0.7512,0.0,0.7512,0.1542,0.9055,100.019,135.15,100.06,100.13,235.28,0,0,0.8486,0.8482,-,,
7,unknown,1,0,6,1,0,0.9154,0.0,0.9154,0.0199,0.9353,100.045,105.89,100.112,100.17,206.06,0,0,0.8486,0.8178,-,,
8,unknown,1,0,7,1,0,0.9005,0.0,0.9005,0.0299,0.9303,100.129,108.07,100.113,100.17,208.24,0,0,0.8486,0.8178,-,,
9,unknown,1,0,8,1,0,0.3234,0.0,0.3234,0.3433,0.6667,103.13,188.22,102.639,103.02,291.24,0,0,0.8486,0.8486,-,,
