Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unsat,0,1,0,0,0,0.76,0.0,0.76,0,0.76,7.69,8.23,0,0.0,8.23,0,0,0.8477,0.7139,-,,
2,sat,1,1,0,0,0,0.76,0.0,0.76,0,0.76,6.923,7.63,0,0.0,7.63,1,1,0.8477,0.7139,-,[59.  6.  1.  3.  6. 13.  3.  1.  1. 10. 10. 90.  5.],[59.  6.  1.  3.  6. 13.  3.  0.  0. 10. 10. 90.  5.]
3,unknown,1,1,1,1,0,0.36,0.0,0.36,0.2,0.56,100.03,101.67,100.548,100.73,202.4,0,0,0.8477,0.8423,-,,
4,sat,2,1,1,0,0,0.68,0.0,0.68,0,0.68,30.25,31.15,0,0.0,31.15,1,1,0.8477,0.7415,-,[10.  6. 15. 11.  6.  4.  4.  4.  0. 10. 10. 48. 39.],[10.  6. 15. 11.  6.  4.  4.  3.  1. 10. 10. 48. 39.]
5,unknown,2,1,2,1,0,0.36,0.0,0.36,0.08,0.44,100.167,101.55,100.118,100.33,201.88,0,0,0.8477,0.8414,-,,
6,unknown,2,1,3,1,0,0.48,0.0,0.48,0.04,0.52,100.031,100.93,100.179,100.4,201.32,0,0,0.8477,0.8414,-,,
7,unsat,2,2,3,0,0,0.76,0.0,0.76,0,0.76,2.8,3.48,0,0.0,3.48,0,0,0.8477,0.7139,-,,
8,unsat,2,3,3,0,0,0.72,0.0,0.72,0,0.72,5.433,6.29,0,0.0,6.29,0,0,0.8477,0.6769,-,,
9,unknown,2,3,4,1,0,0.12,0.0,0.12,0.16,0.28,100.055,101.92,100.38,100.7,202.61,0,0,0.8477,0.8477,-,,
10,unsat,2,4,4,0,0,0.72,0.0,0.72,0,0.72,12.199,13.09,0,0.0,13.09,0,0,0.8477,0.6769,-,,
11,unsat,2,5,4,0,0,0.68,0.0,0.68,0,0.68,35.528,36.47,0,0.0,36.47,0,0,0.8477,0.7415,-,,
12,unknown,2,5,5,1,0,0.52,0.0,0.52,0.04,0.56,100.104,101.03,100.229,100.41,201.44,0,0,0.8477,0.8414,-,,
13,unknown,2,5,6,1,0,0.36,0.0,0.36,0.12,0.48,100.029,101.27,100.04,100.28,201.55,0,0,0.8477,0.8479,-,,
14,unknown,2,5,7,1,0,0.24,0.0,0.24,0.2,0.44,100.025,101.94,100.064,100.27,202.22,0,0,0.8477,0.8414,-,,
15,unknown,2,5,8,1,0,0.28,0.0,0.28,0.12,0.4,100.652,102.2,100.292,100.52,202.72,0,0,0.8477,0.8479,-,,
16,unknown,2,5,9,1,0,0.32,0.0,0.32,0.16,0.48,100.298,102.0,100.069,100.25,202.26,0,0,0.8477,0.8423,-,,
