Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unsat,0,1,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.015,0.12,0,0.0,0.12,0,0,0.8894,1.0,-,,
2,unsat,0,2,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.014,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
3,unsat,0,3,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
4,sat,1,3,0,0,0,0.6842,0.0,0.7368,0,0.7368,0.025,0.14,0,0.0,0.14,0,0,0.8894,0.822,-,"[  1.   3.   2.   0.   1.   0.   0.   0.  11.   1. 626.  -1.  35. 538.
   7.   0.]","[  0.   3.   2.   0.   1.   0.   0.   0.  11.   1. 626.  -1.  35. 538.
   7.   0.]"
5,sat,2,3,0,0,0,0.5263,0.0,0.5789,0,0.5789,0.439,0.62,0,0.0,0.62,0,0,0.8894,0.962,-,"[  0.  10.   0.   0.   1.   0.   0.   0.   0.   0. 120.   1.   9. 299.
   7.   0.]","[  1.  10.   0.   0.   1.   0.   0.   0.   0.   0. 120.   1.   9. 299.
   7.   0.]"
6,unsat,2,4,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.12,0,0.0,0.12,0,0,0.8894,1.0,-,,
7,unsat,2,5,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.018,0.12,0,0.0,0.12,0,0,0.8894,1.0,-,,
8,unsat,2,6,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.12,0,0.0,0.12,0,0,0.8894,1.0,-,,
9,unsat,2,7,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.018,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
10,unsat,2,8,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.017,0.12,0,0.0,0.12,0,0,0.8894,1.0,-,,
11,unsat,2,9,0,0,0,0.8421,0.0,0.8421,0,0.8421,0.011,0.11,0,0.0,0.11,0,0,0.8894,1.0,-,,
12,unsat,2,10,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
13,unsat,2,11,0,0,0,0.8421,0.0,0.8421,0,0.8421,0.011,0.11,0,0.0,0.11,0,0,0.8894,1.0,-,,
14,unsat,2,12,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.016,0.12,0,0.0,0.12,0,0,0.8894,1.0,-,,
15,unsat,2,13,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.021,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
16,unsat,2,14,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.018,0.12,0,0.0,0.12,0,0,0.8894,0.991,-,,
17,unsat,2,15,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.018,0.12,0,0.0,0.12,0,0,0.8894,1.0,-,,
18,unsat,2,16,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.024,0.15,0,0.0,0.15,0,0,0.8894,1.0,-,,
19,unsat,2,17,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.019,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
20,unsat,2,18,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.025,0.13,0,0.0,0.13,0,0,0.8894,1.0,-,,
21,unsat,2,19,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.018,0.12,0,0.0,0.12,0,0,0.8894,1.0,-,,
22,unsat,2,20,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.027,0.22,0,0.0,0.22,0,0,0.8894,1.0,-,,
23,sat,3,20,0,0,0,0.7368,0.0526,0.7895,0,0.7895,0.03,0.19,0,0.0,0.19,1,1,0.8894,1.0,-,"[0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 3.000e+00 4.000e+00 1.213e+03 1.000e+00 5.000e+01 2.000e+02
 0.000e+00 2.000e+00]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 3.000e+00 4.000e+00 1.213e+03 1.000e+00 5.000e+01 2.000e+02
 0.000e+00 2.000e+00]"
24,unsat,3,21,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.018,0.15,0,0.0,0.15,0,0,0.8894,1.0,-,,
25,unsat,3,22,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.021,0.15,0,0.0,0.15,0,0,0.8894,1.0,-,,
26,unsat,3,23,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.02,0.17,0,0.0,0.17,0,0,0.8894,1.0,-,,
27,unsat,3,24,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.025,0.17,0,0.0,0.17,0,0,0.8894,1.0,-,,
28,unsat,3,25,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.025,0.17,0,0.0,0.17,0,0,0.8894,1.0,-,,
29,unsat,3,26,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.019,0.16,0,0.0,0.16,0,0,0.8894,1.0,-,,
30,unsat,3,27,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.02,0.16,0,0.0,0.16,0,0,0.8894,1.0,-,,
31,unsat,3,28,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.019,0.15,0,0.0,0.15,0,0,0.8894,1.0,-,,
32,unsat,3,29,0,0,0,0.8421,0.0,0.8421,0,0.8421,0.015,0.16,0,0.0,0.16,0,0,0.8894,1.0,-,,
33,unsat,3,30,0,0,0,0.7895,0.0,0.7895,0,0.7895,0.021,0.17,0,0.0,0.17,0,0,0.8894,1.0,-,,
