Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unknown,0,0,1,1,0,0.6899,0.0,0.6899,0.1628,0.8527,100.273,126.86,100.082,100.22,227.09,0,0,0.8519,0.8356,-,,
2,unknown,0,0,2,1,0,0.7132,0.0,0.7132,0.1163,0.8295,100.502,114.18,100.016,100.13,214.31,0,0,0.8519,0.8355,-,,
3,unknown,0,0,3,1,0,0.7752,0.0,0.7752,0.0543,0.8295,100.018,103.96,100.134,100.27,204.23,0,0,0.8519,0.756,-,,
4,unknown,0,0,4,1,0,0.876,0.0,0.876,0.0155,0.8915,100.245,103.18,100.079,100.16,203.34,0,0,0.8519,0.756,-,,
5,unknown,0,0,5,1,0,0.8837,0.0078,0.8915,0.0155,0.907,100.064,101.58,100.051,100.13,201.71,0,0,0.8519,0.7556,-,,
6,unknown,0,0,6,1,0,0.5116,0.0,0.5116,0.3101,0.8217,100.279,135.83,100.182,100.34,236.17,0,0,0.8519,0.8471,-,,
7,unknown,0,0,7,1,0,0.8372,0.0,0.8372,0.0388,0.876,100.03,104.26,100.17,100.28,204.54,0,0,0.8519,0.756,-,,
8,unknown,0,0,8,1,0,0.3023,0.0,0.3023,0.3953,0.6977,104.443,149.2,100.13,100.46,249.67,0,0,0.8519,0.8519,-,,
9,unknown,0,0,9,1,0,0.5039,0.0,0.5039,0.2481,0.7519,101.191,135.7,100.2,100.38,236.08,0,0,0.8519,0.8517,-,,
