Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unsat,0,1,0,0,0,0.8837,0.0,0.8837,0,0.8837,1.245,2.23,0,0.0,2.23,0,0,0.8519,0.7555,-,,
2,unsat,0,2,0,0,0,0.876,0.0,0.876,0,0.876,0.389,1.56,0,0.0,1.56,0,0,0.8519,0.7555,-,,
3,unknown,0,2,1,1,0,0.7442,0.0,0.7442,0.093,0.8605,100.019,106.63,100.042,100.11,206.74,0,0,0.8519,0.7555,-,,
4,unknown,0,2,2,1,0,0.4806,0.0,0.4806,0.2713,0.7907,100.444,124.64,100.06,100.14,224.78,0,0,0.8519,0.7555,-,,
5,unknown,0,2,3,1,0,0.5039,0.0,0.5039,0.2713,0.8217,100.254,120.02,100.077,100.16,220.18,0,0,0.8519,0.7555,-,,
6,unsat,0,3,3,1,1,0.7752,0.0,0.7752,0.0388,0.845,100.539,103.05,22.623,22.71,125.76,0,0,0.8519,0.7555,-,,
7,unsat,0,4,3,0,0,0.845,0.0,0.845,0,0.845,1.125,3.29,0,0.0,3.29,0,0,0.8519,0.7555,-,,
8,unsat,0,5,3,1,1,0.8217,0.0,0.8217,0.0465,0.8915,100.235,103.43,0.605,0.71,104.14,0,0,0.8519,0.7555,-,,
9,unknown,0,5,4,1,0,0.4806,0.0,0.4806,0.3101,0.8372,100.061,126.53,100.007,100.1,226.63,0,0,0.8519,0.7555,-,,
10,unsat,0,6,4,1,1,0.7829,0.0,0.7829,0.093,0.907,100.139,107.43,9.832,9.87,117.3,0,0,0.8519,0.7555,-,,
11,unsat,0,7,4,0,0,0.8682,0.0,0.8682,0,0.8682,0.612,1.98,0,0.0,1.98,0,0,0.8519,0.7555,-,,
12,unknown,0,7,5,1,0,0.6047,0.0,0.6047,0.2171,0.8527,100.459,117.37,100.019,100.1,217.47,0,0,0.8519,0.7555,-,,
13,unsat,0,8,5,1,1,0.7442,0.0,0.7442,0.1395,0.9147,100.141,108.86,16.328,16.36,125.22,0,0,0.8519,0.7555,-,,
14,unsat,0,9,5,0,0,0.8837,0.0,0.8837,0,0.8837,0.433,1.55,0,0.0,1.55,0,0,0.8519,0.7555,-,,
15,unsat,0,10,5,0,0,0.8682,0.0,0.8682,0,0.8682,4.137,5.68,0,0.0,5.68,0,0,0.8519,0.7555,-,,
16,unsat,0,11,5,0,0,0.8372,0.0,0.8372,0,0.8372,1.35,3.11,0,0.0,3.11,0,0,0.8519,0.7555,-,,
17,unsat,0,12,5,0,0,0.8682,0.0,0.8682,0,0.8682,5.682,7.25,0,0.0,7.25,0,0,0.8519,0.7555,-,,
18,unknown,0,12,6,1,0,0.6047,0.0,0.6047,0.2326,0.8682,100.115,113.82,100.028,100.09,213.91,0,0,0.8519,0.7555,-,,
1,unsat,0,1,0,1,1,0.876,0.0,0.876,0.0078,0.9147,100.138,102.04,0.563,0.66,102.7,0,0,0.8519,0.7555,-,,
2,unsat,0,2,0,0,0,0.8372,0.0,0.8372,0,0.8372,1.389,4.73,0,0.0,4.73,0,0,0.8519,0.7555,-,,
3,unknown,0,2,1,1,0,0.4264,0.0,0.4264,0.155,0.6202,100.282,131.11,100.156,100.45,231.56,0,0,0.8519,0.7555,-,,
4,unsat,0,3,1,0,0,0.8527,0.0,0.8527,0,0.8527,8.187,13.36,0,0.0,13.36,0,0,0.8519,0.7555,-,,
5,unknown,0,3,2,1,0,0.3721,0.0,0.3721,0.3798,0.7984,100.453,174.57,100.056,100.31,274.88,0,0,0.8519,0.7555,-,,
6,unknown,0,3,3,1,0,0.5581,0.0,0.5581,0.2171,0.814,100.048,133.03,100.005,100.08,233.11,0,0,0.8519,0.7555,-,,
7,unsat,0,4,3,0,0,0.8837,0.0,0.8837,0,0.8837,1.106,2.28,0,0.0,2.28,0,0,0.8519,0.7555,-,,
8,unknown,0,4,4,1,0,0.4884,0.0,0.4884,0.3023,0.8295,100.166,123.49,100.013,100.08,223.57,0,0,0.8519,0.7555,-,,
9,unsat,0,5,4,0,0,0.8527,0.0,0.8527,0,0.8527,1.346,3.07,0,0.0,3.07,0,0,0.8519,0.7555,-,,
10,unsat,0,6,4,0,0,0.8992,0.0,0.8992,0,0.8992,0.018,0.28,0,0.0,0.28,0,0,0.8519,0.7555,-,,
11,unsat,0,7,4,0,0,0.8605,0.0,0.8605,0,0.8605,0.216,1.48,0,0.0,1.48,0,0,0.8519,0.7555,-,,
12,unsat,0,8,4,0,0,0.876,0.0,0.876,0,0.876,0.328,1.86,0,0.0,1.86,0,0,0.8519,0.7555,-,,
13,unsat,0,9,4,0,0,0.8605,0.0,0.8605,0,0.8605,44.113,45.83,0,0.0,45.83,0,0,0.8519,0.7555,-,,
14,unsat,0,10,4,0,0,0.845,0.0,0.845,0,0.845,7.569,8.83,0,0.0,8.83,0,0,0.8519,0.7555,-,,
15,unknown,0,10,5,1,0,0.5659,0.0,0.5659,0.2481,0.8605,100.098,115.59,100.156,100.22,215.81,0,0,0.8519,0.7555,-,,
16,unsat,0,11,5,0,0,0.845,0.0,0.845,0,0.845,7.144,8.74,0,0.0,8.74,0,0,0.8519,0.7555,-,,
17,unsat,0,12,5,0,0,0.7752,0.0,0.7752,0,0.7752,11.481,13.97,0,0.0,13.97,0,0,0.8519,0.7555,-,,
18,unknown,0,12,6,1,0,0.8062,0.0,0.8062,0.0465,0.8837,100.44,104.36,100.046,100.1,204.46,0,0,0.8519,0.7555,-,,
19,unsat,0,13,6,0,0,0.8605,0.0,0.8605,0,0.8605,56.056,57.48,0,0.0,57.48,0,0,0.8519,0.7555,-,,
20,unknown,0,13,7,1,0,0.6899,0.0,0.6899,0.1473,0.8837,100.076,109.48,100.022,100.07,209.56,0,0,0.8519,0.7555,-,,
