Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unknown,0,0,1,1,0,0.52,0.0,0.52,0.04,0.6,100.018,100.92,100.163,100.33,201.25,0,0,0.8477,0.8415,-,,
2,sat,1,0,1,0,0,0.76,0.0,0.76,0,0.76,2.246,2.89,0,0.0,2.9,1,1,0.8477,0.7139,-,[90.  6.  0.  1.  0. 13.  5.  4.  1. 10. 10. 51. 29.],[90.  6.  0.  1.  0. 13.  5.  3.  0. 10. 10. 51. 29.]
3,unknown,1,0,2,1,0,0.32,0.0,0.32,0.16,0.48,100.163,101.45,100.136,100.33,201.78,0,0,0.8477,0.8479,-,,
4,sat,2,0,2,0,0,0.64,0.0,0.64,0,0.64,28.815,29.65,0,0.0,29.65,1,1,0.8477,0.7415,-,[13.  6.  9. 11.  6. 10.  5.  2.  1. 10.  0. 10.  1.],[13.  6.  9. 11.  6. 10.  5.  4.  0. 10.  0. 10.  1.]
5,sat,3,0,2,0,0,0.76,0.0,0.76,0,0.76,5.753,6.38,0,0.0,6.38,1,1,0.8477,0.7139,-,[ 42.   5.  12.   3.   6.   8.   5.   1.   1.  14.  11. 100.  10.],[ 42.   5.  12.   3.   6.   8.   5.   0.   0.  14.  11. 100.  10.]
6,unknown,3,0,3,1,0,0.24,0.0,0.24,0.16,0.4,100.025,101.61,100.175,100.41,202.02,0,0,0.8477,0.8443,-,,
7,unknown,3,0,4,1,0,0.28,0.0,0.28,0.12,0.4,100.059,101.73,100.047,100.25,201.98,0,0,0.8477,0.8414,-,,
8,unknown,3,0,5,1,0,0.36,0.0,0.36,0.12,0.48,100.083,101.25,100.057,100.26,201.52,0,0,0.8477,0.8477,-,,
9,unknown,3,0,6,1,0,0.4,0.0,0.4,0.12,0.52,100.442,101.58,100.095,100.28,201.86,0,0,0.8477,0.8414,-,,
10,unknown,3,0,7,1,0,0.48,0.0,0.48,0.04,0.52,100.239,100.97,100.351,100.54,201.51,0,0,0.8477,0.8479,-,,
11,unsat,3,1,7,0,0,0.76,0.0,0.76,0,0.76,2.298,2.93,0,0.0,2.93,0,0,0.8477,0.7139,-,,
12,sat,4,1,7,0,0,0.72,0.0,0.72,0,0.72,10.648,11.47,0,0.0,11.47,1,1,0.8477,0.6769,-,[78.  6.  6.  2.  1. 10.  5.  1.  1. 10. 10.  1. 40.],[78.  6.  6.  2.  1. 10.  5.  0.  0. 10. 10.  1. 40.]
13,unknown,4,1,8,1,0,0.48,0.0,0.48,0.04,0.52,100.225,101.11,100.04,100.23,201.34,0,0,0.8477,0.8414,-,,
14,unknown,4,1,9,1,0,0.16,0.0,0.16,0.16,0.32,100.048,101.73,100.926,101.18,202.91,0,0,0.8477,0.8477,-,,
