Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unsat,0,1,0,0,0,0.56,0.0,0.56,0,0.56,2.122,2.35,0,0.0,2.35,0,0,0.8524,0.7555,-,,
2,unsat,0,2,0,0,0,0.76,0.0,0.76,0,0.76,0.646,0.83,0,0.0,0.83,0,0,0.8524,0.2445,-,,
3,unknown,0,2,1,1,0,0.36,0.0,0.36,0.16,0.52,100.05,100.31,100.007,100.05,200.36,0,0,0.8524,0.852,-,,
4,unsat,0,3,1,0,0,0.68,0.0,0.68,0,0.68,4.742,5.02,0,0.0,5.02,0,0,0.8524,0.2445,-,,
5,unsat,0,4,1,0,0,0.84,0.0,0.84,0,0.84,0.061,0.17,0,0.0,0.17,0,0,0.8524,0.2445,-,,
6,unknown,0,4,2,1,0,0.4,0.0,0.4,0.2,0.6,100.005,100.37,100.012,100.04,200.41,0,0,0.8524,0.8458,-,,
7,unknown,0,4,3,1,0,0.48,0.0,0.48,0.08,0.56,100.052,100.3,100.056,100.09,200.39,0,0,0.8524,0.852,-,,
8,sat,1,4,3,1,1,0.48,0.0,0.48,0.08,0.56,100.041,100.29,50.004,50.04,150.33,1,1,0.8524,0.8458,-,[28.  6.  1. 11.  2.  8.  0.  2.  0.  0. 10. 62. 40.],[28.  6.  1. 11.  2.  8.  0.  0.  1.  0. 10. 62. 40.]
9,sat,2,4,3,1,1,0.48,0.0,0.48,0.12,0.6,100.015,100.29,51.226,51.26,151.55,1,1,0.8524,0.8454,-,[66.  6.  3.  1.  6. 11.  0.  4.  1.  2. 11. 72.  9.],[66.  6.  3.  1.  6. 11.  0.  0.  0.  2. 11. 72.  9.]
10,unknown,2,4,4,1,0,0.56,0.0,0.56,0.04,0.6,100.071,100.31,100.005,100.04,200.34,0,0,0.8524,0.852,-,,
11,unsat,2,5,4,0,0,0.84,0.0,0.84,0,0.84,0.064,0.17,0,0.0,0.17,0,0,0.8524,0.2445,-,,
12,unsat,2,6,4,0,0,0.76,0.0,0.76,0,0.76,1.989,2.13,0,0.0,2.13,0,0,0.8524,0.2445,-,,
13,unknown,2,6,5,1,0,0.44,0.0,0.44,0.08,0.52,100.02,100.27,100.053,100.09,200.36,0,0,0.8524,0.852,-,,
14,unknown,2,6,6,1,0,0.28,0.0,0.28,0.2,0.48,100.054,100.37,100.049,100.09,200.46,0,0,0.8524,0.8524,-,,
15,unsat,2,7,6,0,0,0.8,0.0,0.8,0,0.8,0.356,0.5,0,0.0,0.5,0,0,0.8524,0.2445,-,,
16,unsat,2,8,6,0,0,0.64,0.0,0.64,0,0.64,3.397,3.71,0,0.0,3.71,0,0,0.8524,0.2445,-,,
17,unknown,2,8,7,1,0,0.52,0.0,0.52,0.08,0.6,100.096,100.37,100.053,100.09,200.45,0,0,0.8524,0.852,-,,
18,unknown,2,8,8,1,0,0.56,0.0,0.56,0.04,0.6,100.025,100.27,100.038,100.07,200.34,0,0,0.8524,0.852,-,,
