Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,1,1,0.1429,0.0,0.1429,0.0952,0.3333,100.008,100.2,21.089,21.14,121.34,0,0,0.8452,0.7444,-,[39.  6.  9.  1.  0. 12.  0.  4.  0.  0.  5. 17. 20.],[39.  6.  9.  1.  0. 12.  0.  0.  1.  0.  5. 17. 20.]
2,unsat,1,1,0,0,0,0.381,0.0,0.381,0,0.381,44.254,44.39,0,0.0,44.39,0,0,0.8452,0.4458,-,,
3,unsat,1,2,0,0,0,0.381,0.0,0.381,0,0.381,16.206,16.34,0,0.0,16.34,0,0,0.8452,0.4458,-,,
4,sat,2,2,0,1,1,0.2381,0.0,0.2381,0.0952,0.3333,100.013,100.18,3.693,3.74,103.92,1,1,0.8452,0.8421,-,[41.  0.  1.  2.  2. 11.  0.  2.  1.  0. 11. 82. 10.],[41.  0.  1.  2.  2. 11.  0.  0.  0.  0. 11. 82. 10.]
5,sat,3,2,0,1,1,0.2381,0.0,0.2381,0.0476,0.2857,100.166,100.31,9.634,9.68,109.99,1,1,0.8452,0.8452,-,[30.  3.  9. 11.  6.  0.  5.  1.  1.  2.  2. 33. 40.],[30.  3.  9. 11.  6.  0.  5.  0.  0.  2.  2. 33. 40.]
6,unsat,3,3,0,0,0,0.381,0.0,0.381,0,0.381,22.667,22.82,0,0.0,22.82,0,0,0.8452,0.3884,-,,
7,unsat,3,4,0,0,0,0.3333,0.0476,0.381,0,0.381,14.829,15.02,0,0.0,15.02,0,0,0.8452,0.5164,-,,
8,unsat,3,5,0,0,0,0.381,0.0,0.381,0,0.381,13.965,14.11,0,0.0,14.11,0,0,0.8452,0.4458,-,,
9,sat,4,5,0,1,1,0.1905,0.0,0.1905,0.0952,0.2857,100.049,100.22,21.252,21.3,121.51,1,1,0.8452,0.8452,-,[29.  5. 15. 10.  2. 10.  0.  2.  0.  0.  8. 49. 40.],[29.  5. 15. 10.  2. 10.  0.  3.  1.  0.  8. 49. 40.]
10,unsat,4,6,0,0,0,0.3333,0.0476,0.381,0,0.381,17.669,17.83,0,0.0,17.83,0,0,0.8452,0.5416,-,,
