Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.6667,0.0,0.6667,0,0.6667,93.775,94.39,0,0.0,94.39,0,0,0.8452,0.7602,-,[30.  0.  0.  2.  6. 10.  1.  0.  0.  8.  9. 11. 26.],[30.  0.  0.  2.  6. 10.  1.  4.  1.  8.  9. 11. 26.]
2,sat,2,0,0,0,0,0.7647,0.0,0.7647,0,0.7647,8.978,9.29,0,0.0,9.29,1,1,0.8452,0.7118,-,[89.  0.  9.  5.  6. 11.  5.  0.  1. 10.  8. 40.  9.],[89.  0.  9.  5.  6. 11.  5.  4.  0. 10.  8. 40.  9.]
3,sat,3,0,0,1,1,0.8431,0.0,0.8431,0.0196,0.8627,100.024,100.23,6.394,6.43,106.66,1,1,0.8452,0.7118,-,[70.  5. 10. 10.  1.  0.  0.  2.  0. 11. 10. 48. 22.],[70.  5. 10. 10.  1.  0.  0.  1.  1. 11. 10. 48. 22.]
4,sat,4,0,0,0,0,0.7647,0.0,0.7647,0,0.7647,30.813,31.47,0,0.0,31.47,1,1,0.8452,0.815,-,[40.  0.  4.  1.  0. 10.  2.  4.  1.  1. 11. 81. 15.],[40.  0.  4.  1.  0. 10.  2.  0.  0.  1. 11. 81. 15.]
5,sat,5,0,0,0,0,0.7451,0.0,0.7451,0,0.7451,88.76,89.12,0,0.0,89.12,1,1,0.8452,0.8452,-,[39.  6.  9. 16.  0.  4.  0.  4.  1.  0.  0. 40. 40.],[39.  6.  9. 16.  0.  4.  0.  0.  0.  0.  0. 40. 40.]
6,unknown,5,0,1,1,0,0.549,0.0,0.549,0.1176,0.6667,100.079,100.79,100.104,100.17,200.96,0,0,0.8452,0.7126,-,,
7,unknown,5,0,2,1,0,0.7255,0.0,0.7255,0.0196,0.7451,100.074,100.5,100.013,100.12,200.62,0,0,0.8452,0.751,-,,
8,sat,6,0,2,0,0,0.8627,0.0,0.8627,0,0.8627,1.761,1.92,0,0.0,1.92,1,1,0.8452,0.7118,-,[71.  5. 11. 13.  6.  0.  2.  1.  1. 12.  0. 14. 37.],[71.  5. 11. 13.  6.  0.  2.  0.  0. 12.  0. 14. 37.]
9,sat,7,0,2,1,1,0.7647,0.0,0.7647,0.0196,0.7843,100.059,100.38,36.359,36.41,136.78,1,1,0.8452,0.8417,-,[22.  4. 11.  1.  6. 10.  4.  0.  1.  3.  0. 41. 40.],[22.  4. 11.  1.  6. 10.  4.  1.  0.  3.  0. 41. 40.]
10,sat,8,0,2,0,0,0.8627,0.0,0.8627,0,0.8627,62.876,63.0,0,0.0,63.0,1,1,0.8452,0.7118,-,[100.   6.   2.   7.   1.   0.   4.   4.   1.  10.  13.  86.  33.],[100.   6.   2.   7.   1.   0.   4.   0.   0.  10.  13.  86.  33.]
11,sat,9,0,2,0,0,0.8627,0.0,0.8627,0,0.8627,1.568,1.78,0,0.0,1.78,1,1,0.8452,0.7118,-,[80.  0.  0.  3.  1.  0.  0.  1.  1. 12. 14. 42. 40.],[80.  0.  0.  3.  1.  0.  0.  0.  0. 12. 14. 42. 40.]
12,sat,10,0,2,0,0,0.8627,0.0,0.8627,0,0.8627,2.906,3.11,0,0.0,3.11,1,1,0.8452,0.7118,-,[80.  6.  9. 16.  0. 10.  2.  1.  0. 10.  5. 81. 20.],[80.  6.  9. 16.  0. 10.  2.  0.  1. 10.  5. 81. 20.]
13,sat,11,0,2,0,0,0.8824,0.0,0.8824,0,0.8824,3.492,3.62,0,0.0,3.62,1,1,0.8452,0.7235,-,[100.   1.  15.   8.   6.   0.   0.   1.   1.  19.   3.  98.  37.],[100.   1.  15.   8.   6.   0.   0.   2.   0.  19.   3.  98.  37.]
14,sat,12,0,2,0,0,0.8627,0.0,0.8627,0,0.8627,31.591,31.71,0,0.0,31.71,1,1,0.8452,0.7118,-,[89.  5.  5.  2.  0.  0.  0.  3.  0. 16. 15. 63. 40.],[89.  5.  5.  2.  0.  0.  0.  2.  1. 16. 15. 63. 40.]
15,sat,13,0,2,0,0,0.8627,0.0,0.8627,0,0.8627,2.739,2.86,0,0.0,2.86,1,1,0.8452,0.7118,-,[67.  6. 15. 11.  0. 10.  5.  4.  1. 17.  7. 83. 40.],[67.  6. 15. 11.  0. 10.  5.  2.  0. 17.  7. 83. 40.]
16,sat,14,0,2,0,0,0.8039,0.0,0.8039,0,0.8039,2.37,2.82,0,0.0,2.82,1,1,0.8452,0.8398,-,[99.  0. 10. 13.  0. 13.  1.  2.  1.  0. 19. 21. 40.],[99.  0. 10. 13.  0. 13.  1.  1.  0.  0. 19. 21. 40.]
17,sat,15,0,2,0,0,0.8627,0.0,0.8627,0,0.8627,1.243,1.36,0,0.0,1.36,1,1,0.8452,0.7118,-,[90.  6.  0. 10.  0.  0.  1.  1.  1. 13. 12. 61. 31.],[90.  6.  0. 10.  0.  0.  1.  0.  0. 13. 12. 61. 31.]
18,sat,16,0,2,0,0,0.7843,0.0,0.7843,0,0.7843,14.39,14.9,0,0.0,14.9,1,1,0.8452,0.8216,-,[79.  1.  9.  2.  5.  9.  0.  3.  0.  1.  0. 70. 16.],[79.  1.  9.  2.  5.  9.  0.  0.  1.  1.  0. 70. 16.]
19,sat,17,0,2,0,0,0.7647,0.0,0.7647,0,0.7647,22.301,22.98,0,0.0,22.98,1,1,0.8452,0.7118,-,[59.  6.  9. 11.  6. 13.  5.  3.  1. 10. 14. 90.  9.],[59.  6.  9. 11.  6. 13.  5.  4.  0. 10. 14. 90.  9.]
20,unknown,17,0,3,1,0,0.6471,0.0,0.6471,0.098,0.7451,100.097,101.42,100.075,100.14,201.57,0,0,0.8452,0.8407,-,,
21,unknown,17,0,4,1,0,0.7059,0.0,0.7059,0.0588,0.7647,100.086,100.49,100.018,100.07,200.55,0,0,0.8452,0.7118,-,,
22,sat,18,0,4,0,0,0.8431,0.0,0.8431,0,0.8431,1.749,1.87,0,0.0,1.87,1,1,0.8452,0.8216,-,[80.  6.  5. 11.  0. 12.  1.  2.  1.  9. 16. 54. 23.],[80.  6.  5. 11.  0. 12.  1.  1.  0.  9. 16. 54. 23.]
23,unknown,18,0,5,1,0,0.549,0.0,0.549,0.1373,0.6863,100.12,100.97,100.114,100.18,201.15,0,0,0.8452,0.7126,-,,
24,sat,19,0,5,0,0,0.8627,0.0,0.8627,0,0.8627,5.909,6.03,0,0.0,6.03,1,1,0.8452,0.7118,-,[100.   6.   1.   3.   0.  10.   1.   3.   0.  14.   8.  21.  30.],[100.   6.   1.   3.   0.  10.   1.   2.   1.  14.   8.  21.  30.]
25,sat,20,0,5,1,1,0.7647,0.0,0.7647,0.0196,0.7843,100.114,100.34,20.297,20.36,120.7,1,1,0.8452,0.8216,-,[100.   1.  15.  16.   6.   9.   4.   1.   0.   2.  18.   3.  10.],[100.   1.  15.  16.   6.   9.   4.   0.   1.   2.  18.   3.  10.]
26,sat,21,0,5,0,0,0.7451,0.0,0.7451,0,0.7451,12.229,12.79,0,0.0,12.79,1,1,0.8452,0.7118,-,[49.  1.  8.  7.  5. 13.  5.  4.  1. 10.  7. 79. 19.],[49.  1.  8.  7.  5. 13.  5.  0.  0. 10.  7. 79. 19.]
27,sat,22,0,5,0,0,0.7255,0.0,0.7255,0,0.7255,9.004,9.58,0,0.0,9.58,1,1,0.8452,0.8379,-,[20.  6. 15. 11.  0.  2.  5.  0.  1.  0.  1. 51. 19.],[20.  6. 15. 11.  0.  2.  5.  3.  0.  0.  1. 51. 19.]
28,sat,23,0,5,0,0,0.8431,0.0,0.8431,0,0.8431,2.118,2.41,0,0.0,2.41,1,1,0.8452,0.8271,-,[59.  5.  5. 12.  3.  8.  2.  4.  0.  0.  8. 91. 10.],[59.  5.  5. 12.  3.  8.  2.  3.  1.  0.  8. 91. 10.]
29,sat,24,0,5,0,0,0.7647,0.0,0.7647,0,0.7647,2.831,3.23,0,0.0,3.23,1,1,0.8452,0.8445,-,[83.  0. 10. 11.  6.  0.  1.  1.  1.  0. 17. 21. 29.],[83.  0. 10. 11.  6.  0.  1.  0.  0.  0. 17. 21. 29.]
30,sat,25,0,5,0,0,0.8627,0.0,0.8627,0,0.8627,2.754,2.87,0,0.0,2.87,1,1,0.8452,0.7118,-,[90.  6.  4. 11.  0. 10.  0.  2.  1. 15.  5. 52. 40.],[90.  6.  4. 11.  0. 10.  0.  1.  0. 15.  5. 52. 40.]
31,sat,26,0,5,0,0,0.8627,0.0,0.8627,0,0.8627,0.524,0.64,0,0.0,0.64,1,1,0.8452,0.8271,-,[62.  6. 15. 15.  0. 13.  4.  3.  1.  9.  0. 71. 10.],[62.  6. 15. 15.  0. 13.  4.  0.  0.  9.  0. 71. 10.]
32,sat,27,0,5,0,0,0.6275,0.0,0.6275,0,0.6275,38.812,39.39,0,0.0,39.39,1,1,0.8452,0.8445,-,[40.  6. 15. 14.  1.  3.  1.  4.  0.  0.  9.  1. 40.],[40.  6. 15. 14.  1.  3.  1.  0.  1.  0.  9.  1. 40.]
