Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.053,0.23,0,0.0,0.23,1,1,0.8889,1.0,-,"[0.00e+00 0.00e+00 0.00e+00 0.00e+00 1.00e+00 0.00e+00 0.00e+00 1.00e+00
 1.00e+00 0.00e+00 1.10e+03 0.00e+00 3.00e+01 9.97e+02 5.00e+00 0.00e+00]","[1.00e+00 0.00e+00 0.00e+00 0.00e+00 1.00e+00 0.00e+00 0.00e+00 1.00e+00
 1.00e+00 0.00e+00 1.10e+03 0.00e+00 3.00e+01 9.97e+02 5.00e+00 0.00e+00]"
2,unsat,1,1,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.038,0.28,0,0.0,0.28,0,0,0.8889,1.0,-,,
3,unsat,1,2,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.023,0.19,0,0.0,0.19,0,0,0.8889,1.0,-,,
4,unsat,1,3,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.026,0.2,0,0.0,0.2,0,0,0.8889,1.0,-,,
5,unsat,1,4,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.022,0.18,0,0.0,0.18,0,0,0.8889,1.0,-,,
6,sat,2,4,0,0,0,0.7273,0.0,0.7273,0,0.7273,0.977,1.23,0,0.0,1.23,1,1,0.8889,1.0,-,"[  0.   8.   1.   0.   0.   0.   0.   1.   0.   6. 208.  -3.  18. 262.
   4.   0.]","[  1.   8.   1.   0.   0.   0.   0.   1.   0.   6. 208.  -3.  18. 262.
   4.   0.]"
7,unsat,2,5,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.025,0.22,0,0.0,0.22,0,0,0.8889,1.0,-,,
8,sat,3,5,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.067,0.24,0,0.0,0.24,1,1,0.8889,1.0,-,"[0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 1.000e+00 4.000e+00 1.000e+00 1.002e+03 1.000e+00 4.900e+01 7.980e+02
 0.000e+00 0.000e+00]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 1.000e+00 4.000e+00 1.000e+00 1.002e+03 1.000e+00 4.900e+01 7.980e+02
 0.000e+00 0.000e+00]"
9,sat,4,5,0,0,0,0.7879,0.0,0.7879,0,0.7879,0.179,0.37,0,0.0,0.37,1,1,0.8889,1.0,-,"[  1.   8.   0.   0.   1.   0.   0.   1.   0.   5. 399.  -1.  38. 381.
   0.   2.]","[  0.   8.   0.   0.   1.   0.   0.   1.   0.   5. 399.  -1.  38. 381.
   0.   2.]"
10,sat,5,5,0,0,0,0.7879,0.0,0.7879,0,0.7879,0.197,0.39,0,0.0,0.39,1,1,0.8889,1.0,-,"[  1.  10.   1.   2.   0.   1.   1.   0.   0.   3. 373.   1.  22. 101.
   3.   2.]","[  0.  10.   1.   2.   0.   1.   1.   0.   0.   3. 373.   1.  22. 101.
   3.   2.]"
11,unsat,5,6,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.025,0.21,0,0.0,0.21,0,0,0.8889,1.0,-,,
12,sat,6,6,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.059,0.23,0,0.0,0.23,1,1,0.8889,1.0,-,"[  0.   1.   2.   3.   1.   0.   1.   0.   7.   1. 819.   1.  45. 598.
   2.   0.]","[  1.   1.   2.   3.   1.   0.   1.   0.   7.   1. 819.   1.  45. 598.
   2.   0.]"
13,unsat,6,7,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.038,0.3,0,0.0,0.3,0,0,0.8889,1.0,-,,
14,unsat,6,8,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.029,0.2,0,0.0,0.2,0,0,0.8889,1.0,-,,
15,unsat,6,9,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.025,0.2,0,0.0,0.2,0,0,0.8889,1.0,-,,
16,unsat,6,10,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.024,0.19,0,0.0,0.19,0,0,0.8889,1.0,-,,
17,unsat,6,11,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.036,0.31,0,0.0,0.31,0,0,0.8889,1.0,-,,
18,unsat,6,12,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.027,0.2,0,0.0,0.2,0,0,0.8889,1.0,-,,
19,sat,7,12,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.066,0.24,0,0.0,0.24,1,1,0.8889,1.0,-,"[  1.   0.   0.   0.   1.   0.   0.   1.   7.   5. 701.  -3.  50. 899.
   2.   0.]","[  0.   0.   0.   0.   1.   0.   0.   1.   7.   5. 701.  -3.  50. 899.
   2.   0.]"
20,unsat,7,13,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.024,0.21,0,0.0,0.21,0,0,0.8889,1.0,-,,
21,unsat,7,14,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.019,0.18,0,0.0,0.18,0,0,0.8889,1.0,-,,
22,sat,8,14,0,0,0,0.7879,0.0,0.7879,0,0.7879,0.308,0.5,0,0.0,0.5,1,1,0.8889,1.0,-,"[  1.  10.   2.   6.   0.   1.   1.   1.   0.   6. 500.  -3.  50. 710.
   7.   2.]","[  0.  10.   2.   6.   0.   1.   1.   1.   0.   6. 500.  -3.  50. 710.
   7.   2.]"
23,sat,9,14,0,0,0,0.6667,0.0,0.6667,0,0.6667,5.318,5.67,0,0.0,5.67,1,1,0.8889,1.0,-,"[  1.   0.   1.   1.   0.   0.   0.   0.   0.   0. 328.   1.  21.   5.
   0.   0.]","[  0.   0.   1.   1.   0.   0.   0.   0.   0.   0. 328.   1.  21.   5.
   0.   0.]"
24,unsat,9,15,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.031,0.15,0,0.0,0.15,0,0,0.8889,1.0,-,,
25,unsat,9,16,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.022,0.2,0,0.0,0.2,0,0,0.8889,1.0,-,,
26,unsat,9,17,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.021,0.19,0,0.0,0.19,0,0,0.8889,1.0,-,,
27,unsat,9,18,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.024,0.17,0,0.0,0.17,0,0,0.8889,1.0,-,,
28,unsat,9,19,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.026,0.18,0,0.0,0.18,0,0,0.8889,1.0,-,,
29,sat,10,19,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.078,0.34,0,0.0,0.34,1,1,0.8889,1.0,-,"[0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00
 1.000e+00 1.100e+01 0.000e+00 1.201e+03 1.000e+00 5.000e+01 6.980e+02
 7.000e+00 0.000e+00]","[1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00
 1.000e+00 1.100e+01 0.000e+00 1.201e+03 1.000e+00 5.000e+01 6.980e+02
 7.000e+00 0.000e+00]"
30,unsat,10,20,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.023,0.2,0,0.0,0.2,0,0,0.8889,1.0,-,,
31,unsat,10,21,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.021,0.2,0,0.0,0.2,0,0,0.8889,1.0,-,,
32,unsat,10,22,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.017,0.15,0,0.0,0.15,0,0,0.8889,1.0,-,,
33,unsat,10,23,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.059,0.33,0,0.0,0.33,0,0,0.8889,1.0,-,,
34,unsat,10,24,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.034,0.26,0,0.0,0.26,0,0,0.8889,1.0,-,,
35,unsat,10,25,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.024,0.17,0,0.0,0.17,0,0,0.8889,1.0,-,,
36,sat,11,25,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.053,0.21,0,0.0,0.21,1,1,0.8889,1.0,-,"[0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 1.000e+00 1.100e+01 6.000e+00 1.101e+03 0.000e+00 2.600e+01 8.990e+02
 7.000e+00 0.000e+00]","[1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 1.000e+00 1.100e+01 6.000e+00 1.101e+03 0.000e+00 2.600e+01 8.990e+02
 7.000e+00 0.000e+00]"
37,unsat,11,26,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.023,0.18,0,0.0,0.18,0,0,0.8889,1.0,-,,
38,sat,12,26,0,0,0,0.7273,0.0,0.7273,0,0.7273,2.308,2.54,0,0.0,2.54,1,1,0.8889,1.0,-,"[  0.   0.   2.   6.   0.   0.   1.   0.   0.   6. 209.  -3.  36. 730.
   1.   1.]","[  1.   0.   2.   6.   0.   0.   1.   0.   0.   6. 209.  -3.  36. 730.
   1.   1.]"
39,sat,13,26,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.07,0.21,0,0.0,0.21,1,1,0.8889,1.0,-,"[  0.  10.   1.   5.   0.   0.   1.   1.   0.   5. 904.   1.  50. 879.
   2.   2.]","[  1.  10.   1.   5.   0.   0.   1.   1.   0.   5. 904.   1.  50. 879.
   2.   2.]"
40,unsat,13,27,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.023,0.19,0,0.0,0.19,0,0,0.8889,1.0,-,,
41,unsat,13,28,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.025,0.17,0,0.0,0.17,0,0,0.8889,1.0,-,,
42,sat,14,28,0,0,0,0.8182,0.0,0.8182,0,0.8182,0.063,0.26,0,0.0,0.26,1,1,0.8889,1.0,-,"[  0.   0.   0.   0.   1.   0.   1.   0.   6.   0. 928.   0.  49. 754.
   2.   0.]","[  1.   0.   0.   0.   1.   0.   1.   0.   6.   0. 928.   0.  49. 754.
   2.   0.]"
43,unsat,14,29,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.021,0.2,0,0.0,0.2,0,0,0.8889,1.0,-,,
