Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.5455,0.0,0.6364,0,0.6364,4.742,5.29,0,0.0,5.29,0,0,0.8889,0.1338,-,"[  0.  10.   2.   5.   1.   0.   1.   1.  11.   6.   0.  -2.  14. 600.
   7.   0.]","[  1.  10.   2.   5.   1.   0.   1.   1.  11.   6.   0.  -2.  14. 600.
   7.   0.]"
2,unsat,1,1,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.022,0.2,0,0.0,0.2,0,0,0.8889,0.1312,-,,
3,unsat,1,2,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.029,0.22,0,0.0,0.22,0,0,0.8889,0.1312,-,,
4,sat,2,2,0,0,0,0.7273,0.0,0.8182,0,0.8182,0.031,0.26,0,0.0,0.26,0,0,0.8889,0.1338,-,"[  0.   0.   1.   0.   0.   0.   1.   1.   4.   6. 100.   1.  31. 729.
   2.   0.]","[  1.   0.   1.   0.   0.   0.   1.   1.   4.   6. 100.   1.  31. 729.
   2.   0.]"
5,unsat,2,3,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.016,0.13,0,0.0,0.13,0,0,0.8889,0.1312,-,,
6,sat,3,3,0,0,0,0.7879,0.0,0.8485,0,0.8485,0.024,0.16,0,0.0,0.16,0,0,0.8889,0.1338,-,"[  0.   1.   0.   1.   0.   0.   1.   1.   3.   0. 300.  -1.  42. 632.
   0.   0.]","[  1.   1.   0.   1.   0.   0.   1.   1.   3.   0. 300.  -1.  42. 632.
   0.   0.]"
7,unsat,3,4,0,0,0,0.8182,0.0,0.8485,0,0.8485,0.018,0.15,0,0.0,0.15,0,0,0.8889,0.1312,-,,
8,unsat,3,5,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.015,0.13,0,0.0,0.13,0,0,0.8889,0.1312,-,,
9,unsat,3,6,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.016,0.14,0,0.0,0.14,0,0,0.8889,0.1312,-,,
10,sat,4,6,0,0,0,0.7273,0.0,0.8182,0,0.8182,0.03,0.19,0,0.0,0.19,0,0,0.8889,0.1338,-,"[  0.   1.   0.   5.   0.   0.   0.   1.   6.   4. 204.   1.  27. 407.
   0.   1.]","[  1.   1.   0.   5.   0.   0.   0.   1.   6.   4. 204.   1.  27. 407.
   0.   1.]"
11,unsat,4,7,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.02,0.16,0,0.0,0.16,0,0,0.8889,0.1312,-,,
12,unsat,4,8,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.016,0.15,0,0.0,0.15,0,0,0.8889,0.1312,-,,
13,unsat,4,9,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.022,0.18,0,0.0,0.18,0,0,0.8889,0.1312,-,,
14,unsat,4,10,0,0,0,0.8182,0.0,0.8485,0,0.8485,0.023,0.17,0,0.0,0.17,0,0,0.8889,0.1312,-,,
15,unsat,4,11,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.024,0.19,0,0.0,0.19,0,0,0.8889,0.1312,-,,
16,unsat,4,12,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.022,0.18,0,0.0,0.18,0,0,0.8889,0.1312,-,,
17,unsat,4,13,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.019,0.15,0,0.0,0.15,0,0,0.8889,0.1312,-,,
18,unsat,4,14,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.039,0.24,0,0.0,0.24,0,0,0.8889,0.1312,-,,
19,unsat,4,15,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.023,0.19,0,0.0,0.19,0,0,0.8889,0.1312,-,,
20,unsat,4,16,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.024,0.18,0,0.0,0.18,0,0,0.8889,0.1312,-,,
21,sat,5,16,0,0,0,0.7879,0.0,0.8485,0,0.8485,0.032,0.2,0,0.0,0.2,0,0,0.8889,0.1338,-,"[  0.   0.   1.   0.   0.   0.   0.   0.   9.   5. 300.   1.  25. 144.
   0.   0.]","[  1.   0.   1.   0.   0.   0.   0.   0.   9.   5. 300.   1.  25. 144.
   0.   0.]"
22,unsat,5,17,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.022,0.18,0,0.0,0.18,0,0,0.8889,0.1312,-,,
23,unsat,5,18,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.019,0.16,0,0.0,0.16,0,0,0.8889,0.1312,-,,
24,unsat,5,19,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.017,0.14,0,0.0,0.14,0,0,0.8889,0.1312,-,,
25,unsat,5,20,0,0,0,0.8182,0.0,0.8485,0,0.8485,0.017,0.14,0,0.0,0.14,0,0,0.8889,0.1312,-,,
26,sat,6,20,0,0,0,0.7879,0.0,0.8485,0,0.8485,0.04,0.22,0,0.0,0.22,0,0,0.8889,0.1338,-,"[  1.  10.   2.   6.   0.   1.   1.   1.   0.   1. 400.  -2.  50. 902.
   7.   2.]","[  0.  10.   2.   6.   0.   1.   1.   1.   0.   1. 400.  -2.  50. 902.
   7.   2.]"
27,unsat,6,21,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.021,0.17,0,0.0,0.17,0,0,0.8889,0.1312,-,,
28,unsat,6,22,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.037,0.28,0,0.0,0.28,0,0,0.8889,0.1312,-,,
29,unsat,6,23,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.023,0.17,0,0.0,0.17,0,0,0.8889,0.1312,-,,
30,unsat,6,24,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.017,0.13,0,0.0,0.13,0,0,0.8889,0.1312,-,,
31,unsat,6,25,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.015,0.14,0,0.0,0.14,0,0,0.8889,0.1312,-,,
32,unsat,6,26,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.021,0.17,0,0.0,0.17,0,0,0.8889,0.1312,-,,
33,unsat,6,27,0,0,0,0.8485,0.0,0.8485,0,0.8485,0.016,0.14,0,0.0,0.14,0,0,0.8889,0.1312,-,,
